activity_id,student_id,course_id,activity_type,activity_time,device,location,duration_minutes
A405244,S18,C19,Watch_Video,2025-08-20 11:35:00,Desktop,India,40.0
A943638,S32,C11,Forum_Post,2025-08-26 14:31:00,Mobile,Australia,
A967651,S110,C17,Forum_Post,2025-08-22 17:22:00,Tablet,USA,
A884599,S111,C3,Attempt_Quiz,2025-08-21 17:43:00,Tablet,India,49.0
A305275,S149,C18,Watch_Video,2025-08-23 03:03:00,Tablet,USA,30.0
A330174,S9,C6,Forum_Post,2025-08-26 01:19:00,Tablet,UK,
A167325,S100,C14,Attempt_Quiz,2025-08-25 08:21:00,Mobile,Australia,49.0
A194487,S21,C10,Forum_Post,2025-08-24 07:51:00,Mobile,Canada,
A801127,S100,C14,Attempt_Quiz,2025-08-24 21:18:00,Desktop,Australia,30.0
A524908,S50,C1,Complete_Course,2025-08-25 18:05:00,Desktop,USA,
A586237,S80,C10,Forum_Post,2025-08-20 14:29:00,Desktop,India,
A598160,S91,C6,Watch_Video,2025-08-22 16:30:00,Desktop,UK,60.0
A687303,S4,C3,Login,2025-08-24 13:13:00,Tablet,India,
A494117,S134,C7,Login,2025-08-24 06:20:00,Tablet,UK,
A692898,S89,C3,Watch_Video,2025-08-24 16:15:00,Tablet,USA,30.0
A420394,S43,C13,Watch_Video,2025-08-21 08:52:00,Desktop,Australia,21.0
A579289,S79,C10,Watch_Video,2025-08-20 13:13:00,Mobile,Canada,7.0
A619947,S35,C5,Forum_Post,2025-08-21 05:44:00,Desktop,,
A701158,S39,C5,Login,2025-08-23 18:35:00,Tablet,UK,
A470445,S93,C6,Complete_Course,2025-08-22 13:37:00,Tablet,UK,
A398732,S19,C7,Watch_Video,2025-08-25 00:34:00,Tablet,Canada,55.0
A776712,S99,C10,Attempt_Quiz,2025-08-22 12:02:00,Mobile,Canada,40.0
A719049,S42,C2,Complete_Course,2025-08-21 11:01:00,,Canada,
A796459,S67,C1,Watch_Video,2025-08-21 02:43:00,Mobile,India,5.0
A605678,S31,C6,Watch_Video,2025-08-20 01:19:00,Desktop,USA,28.0
A417853,S70,C14,Forum_Post,2025-08-24 23:18:00,Mobile,USA,
A419857,S132,C14,Complete_Course,2025-08-26 12:26:00,Mobile,India,
A330244,S17,C4,Login,2025-08-21 01:12:00,Mobile,UK,
A357236,S4,C2,Complete_Course,2025-08-22 09:46:00,Tablet,India,
A157367,S108,C11,Watch_Video,2025-08-26 05:05:00,Mobile,UK,39.0
A100603,S95,C2,Attempt_Quiz,2025-08-21 09:37:00,Mobile,UK,40.0
A313065,S82,C14,Forum_Post,2025-08-26 10:56:00,Desktop,Canada,
A405056,S100,C8,Attempt_Quiz,2025-08-26 13:39:00,Mobile,Australia,2.0
A839692,S51,C6,Watch_Video,2025-08-21 19:14:00,Tablet,UK,56.0
A756064,S60,C15,Forum_Post,2025-08-20 10:21:00,Desktop,Australia,
A200621,S65,C4,Forum_Post,2025-08-20 23:07:00,Desktop,Australia,
A512288,S90,C8,Attempt_Quiz,2025-08-20 23:26:00,Desktop,Australia,39.0
A691227,S1,C10,Complete_Course,2025-08-20 04:20:00,Mobile,USA,
A660624,S128,C3,Attempt_Quiz,2025-08-20 00:28:00,Tablet,USA,37.0
A662375,S26,C13,Forum_Post,2025-08-24 15:51:00,Mobile,Australia,
A762993,S6,C18,Login,2025-08-22 11:41:00,Tablet,India,
A632274,S53,C17,Complete_Course,2025-08-20 10:36:00,Mobile,UK,
A624344,S56,C19,Watch_Video,2025-08-25 15:50:00,Mobile,Canada,6.0
A480408,S61,C19,Forum_Post,2025-08-24 16:56:00,Tablet,Australia,
A978543,S76,C4,Watch_Video,2025-08-24 03:36:00,Mobile,India,36.0
A686398,S99,C2,Forum_Post,2025-08-22 14:27:00,Mobile,Australia,
A865080,S37,C8,Forum_Post,2025-08-22 01:58:00,Tablet,India,
A921109,S96,C6,Complete_Course,2025-08-21 06:18:00,Mobile,Australia,
A522303,S25,C10,Watch_Video,2025-08-22 06:51:00,,Canada,56.0
A708170,S112,C20,Complete_Course,2025-08-23 15:34:00,Mobile,India,
A485000,S71,C15,Forum_Post,2025-08-20 20:29:00,Desktop,USA,
A565377,S71,C14,Watch_Video,2025-08-24 06:08:00,Mobile,Australia,31.0
A279446,S59,C14,Complete_Course,2025-08-23 20:43:00,Desktop,Australia,
A913322,S135,C17,Login,2025-08-20 17:41:00,Mobile,USA,
A403703,S92,C1,Attempt_Quiz,2025-08-21 00:00:00,Tablet,Canada,29.0
A180294,S131,C2,Attempt_Quiz,2025-08-25 11:54:00,Mobile,Australia,5.0
A837640,S134,C15,Complete_Course,2025-08-26 08:15:00,Tablet,USA,
A652854,S6,C13,Login,2025-08-20 10:27:00,Mobile,India,
A647795,S150,C17,Watch_Video,2025-08-21 09:28:00,Desktop,UK,16.0
A325390,S121,C17,Forum_Post,2025-08-25 11:58:00,Mobile,USA,
A976136,S79,C12,Forum_Post,2025-08-23 15:44:00,Desktop,UK,
A290408,S39,C3,Watch_Video,2025-08-21 13:38:00,Mobile,UK,13.0
A103229,S125,C2,Attempt_Quiz,2025-08-20 02:31:00,Mobile,USA,22.0
A576547,S86,C1,Forum_Post,2025-08-26 07:42:00,Desktop,India,
A372783,S94,C8,Forum_Post,2025-08-22 11:37:00,Mobile,UK,
A642754,S112,C2,Attempt_Quiz,2025-08-20 11:05:00,Desktop,USA,22.0
A724750,S28,C1,Attempt_Quiz,2025-08-25 05:35:00,Mobile,USA,38.0
A791890,S28,C9,Complete_Course,2025-08-26 13:18:00,Tablet,Canada,
A108374,S79,C8,Login,2025-08-22 04:08:00,Mobile,USA,
A196933,S110,C19,Complete_Course,2025-08-21 05:23:00,Desktop,UK,
A850126,S31,C3,Complete_Course,2025-08-26 14:57:00,Mobile,USA,
A677698,S106,C4,Forum_Post,2025-08-25 00:06:00,Desktop,India,
A896707,S28,C7,Forum_Post,2025-08-25 08:36:00,Desktop,Australia,
A516278,S135,C18,Watch_Video,2025-08-20 18:58:00,Tablet,UK,50.0
A849997,S91,C12,Complete_Course,2025-08-24 03:51:00,Tablet,USA,
A449801,S107,C6,Forum_Post,2025-08-25 22:40:00,Mobile,Canada,
A553278,S110,C14,Attempt_Quiz,2025-08-24 19:58:00,Tablet,USA,3.0
A978347,S44,C5,Watch_Video,2025-08-26 07:12:00,Desktop,USA,7.0
A662185,S121,C17,Attempt_Quiz,2025-08-22 08:54:00,Mobile,Canada,39.0
A550871,S63,C7,Attempt_Quiz,2025-08-24 07:34:00,Tablet,India,44.0
A825320,S124,C6,Login,2025-08-24 10:16:00,Tablet,India,
A340856,S137,C10,Forum_Post,2025-08-23 14:21:00,Mobile,Canada,
A697883,S104,C1,Complete_Course,2025-08-26 06:50:00,Mobile,Australia,
A740729,S71,C5,Attempt_Quiz,2025-08-25 12:31:00,Desktop,Canada,50.0
A572299,S142,C11,Watch_Video,2025-08-24 02:25:00,Mobile,Australia,35.0
A110791,S18,C11,Forum_Post,2025-08-20 04:16:00,Tablet,UK,
A915030,S12,C3,Complete_Course,2025-08-20 03:57:00,Desktop,Canada,
A524642,S61,C20,Watch_Video,2025-08-22 06:48:00,Tablet,Australia,18.0
A653204,S19,C16,Watch_Video,2025-08-22 03:50:00,Desktop,Australia,48.0
A111180,S19,C1,Complete_Course,2025-08-23 20:00:00,Mobile,Australia,
A677288,S116,C9,Login,2025-08-23 01:36:00,Mobile,Australia,
A675463,S14,C14,Complete_Course,2025-08-22 22:25:00,Mobile,Canada,
A293158,S73,C14,Login,2025-08-20 19:10:00,Tablet,Canada,
A437863,S28,C1,Complete_Course,2025-08-20 02:22:00,Tablet,Canada,
A915355,S142,C3,Attempt_Quiz,2025-08-21 12:59:00,Tablet,UK,56.0
A635950,S97,C14,Login,2025-08-25 00:16:00,Mobile,India,
A246880,S28,C11,Complete_Course,2025-08-20 18:40:00,Tablet,UK,
A917044,S102,C5,Forum_Post,2025-08-23 22:56:00,Mobile,Australia,
A522290,S8,C13,Login,2025-08-22 15:24:00,Mobile,UK,
A892706,S76,C10,Complete_Course,2025-08-21 08:59:00,Desktop,Canada,
A119139,S67,C9,Login,2025-08-22 09:11:00,Desktop,UK,
A419318,S92,C20,Forum_Post,2025-08-25 14:32:00,,India,
A824570,S133,C15,Attempt_Quiz,2025-08-25 05:01:00,Tablet,UK,25.0
A588633,S7,C17,Login,2025-08-20 22:28:00,Desktop,Canada,
A965584,S30,C8,Login,2025-08-23 04:42:00,,Canada,
A340406,S7,C5,Login,2025-08-21 00:50:00,Tablet,,
A882209,S135,C7,Attempt_Quiz,2025-08-22 10:31:00,Mobile,Canada,9.0
A911959,S115,C10,Watch_Video,2025-08-24 21:09:00,Desktop,UK,4.0
A520730,S65,C6,Attempt_Quiz,2025-08-20 01:24:00,Desktop,Canada,22.0
A632493,S4,C12,Forum_Post,2025-08-20 20:40:00,Tablet,Australia,
A893890,S100,C8,Forum_Post,2025-08-23 03:56:00,Mobile,UK,
A985236,S1,C20,Attempt_Quiz,2025-08-25 22:07:00,Desktop,USA,35.0
A613325,S67,C1,Watch_Video,2025-08-20 07:51:00,Desktop,Australia,20.0
A612167,S21,C9,Watch_Video,2025-08-22 21:40:00,Mobile,USA,31.0
A642162,S16,C14,Complete_Course,2025-08-25 11:47:00,Mobile,USA,
A908703,S115,C4,Forum_Post,2025-08-26 06:33:00,Desktop,Canada,
A602852,S50,C8,Watch_Video,2025-08-24 04:32:00,Mobile,USA,36.0
A840216,S105,C6,Attempt_Quiz,2025-08-26 18:25:00,Tablet,India,17.0
A678460,S8,C18,Complete_Course,2025-08-23 03:00:00,Tablet,India,
A112466,S42,C1,Login,2025-08-24 03:37:00,Desktop,Canada,
A107015,S82,C20,Login,2025-08-21 20:18:00,Mobile,UK,
A608864,S39,C17,Login,2025-08-26 09:11:00,Mobile,India,
A675346,S34,C17,Watch_Video,2025-08-24 02:03:00,Desktop,USA,21.0
A476737,S90,C18,Complete_Course,2025-08-26 00:42:00,Tablet,Australia,
A614756,S32,C12,Watch_Video,2025-08-25 23:44:00,Tablet,UK,19.0
A650823,S81,C19,Watch_Video,2025-08-23 07:59:00,Desktop,India,42.0
A236099,S92,C9,Login,2025-08-22 21:48:00,Mobile,UK,
A484545,S12,C16,Forum_Post,2025-08-25 05:06:00,Tablet,Canada,
A450973,S40,C6,Attempt_Quiz,2025-08-21 18:15:00,Tablet,USA,16.0
A920388,S135,C5,Login,2025-08-26 05:37:00,Desktop,Australia,
A968896,S1,C3,Forum_Post,2025-08-21 22:02:00,Tablet,USA,
A238796,S55,C18,Login,2025-08-25 02:50:00,Mobile,USA,
A375060,S16,C16,Attempt_Quiz,2025-08-25 20:23:00,Tablet,Canada,14.0
A116112,S123,C10,Watch_Video,2025-08-25 12:28:00,Tablet,USA,49.0
A161700,S132,C6,Watch_Video,2025-08-25 02:58:00,Tablet,India,18.0
A235745,S58,C9,Login,2025-08-23 06:14:00,Tablet,India,
A625750,S80,C3,Watch_Video,2025-08-24 18:47:00,Tablet,Canada,29.0
A543825,S30,C9,Attempt_Quiz,2025-08-26 21:53:00,Mobile,USA,35.0
A628786,S87,C11,Complete_Course,2025-08-23 13:40:00,Mobile,,
A621101,S13,C6,Forum_Post,2025-08-23 22:01:00,Mobile,India,
A510749,S36,C2,Complete_Course,2025-08-25 01:45:00,Tablet,Australia,
A682165,S67,C3,Complete_Course,2025-08-21 20:36:00,Tablet,India,
A886394,S25,C12,Login,2025-08-25 11:02:00,Mobile,Canada,
A461575,S91,C4,Attempt_Quiz,2025-08-20 10:47:00,Mobile,UK,12.0
A521425,S14,C13,Watch_Video,2025-08-21 04:14:00,Mobile,India,22.0
A374010,S138,C3,Watch_Video,2025-08-21 17:25:00,Tablet,Australia,22.0
A806592,S40,C4,Complete_Course,2025-08-21 13:45:00,Tablet,Canada,
A446963,S141,C10,Attempt_Quiz,2025-08-25 22:45:00,Desktop,Canada,38.0
A343990,S69,C8,Complete_Course,2025-08-25 11:58:00,Desktop,USA,
A881061,S149,C7,Complete_Course,2025-08-25 05:58:00,Mobile,UK,
A444353,S94,C12,Complete_Course,2025-08-21 04:13:00,Desktop,UK,
A404183,S40,C5,Watch_Video,2025-08-25 09:52:00,Desktop,UK,60.0
A745497,S53,C1,Complete_Course,2025-08-25 03:02:00,Desktop,Australia,
A629651,S65,C20,Attempt_Quiz,2025-08-26 23:51:00,Tablet,Australia,28.0
A907782,S6,C15,Login,2025-08-24 21:42:00,Tablet,Australia,
A155727,S110,C13,Attempt_Quiz,2025-08-23 15:13:00,Desktop,Australia,13.0
A637563,S70,C16,Login,2025-08-26 03:18:00,Tablet,India,
A100246,S82,C12,Attempt_Quiz,2025-08-26 23:53:00,Mobile,Canada,32.0
A573690,S97,C9,Watch_Video,2025-08-25 16:04:00,Desktop,Australia,22.0
A615373,S80,C15,Complete_Course,2025-08-20 19:58:00,Mobile,Australia,
A362468,S143,C15,Complete_Course,2025-08-26 00:07:00,Desktop,Australia,
A230115,S73,C12,Attempt_Quiz,2025-08-21 00:51:00,Mobile,India,40.0
A237788,S47,C8,Login,2025-08-21 19:28:00,Tablet,USA,
A899265,S102,C14,Forum_Post,2025-08-26 18:45:00,Tablet,India,
A397762,S56,C14,Complete_Course,2025-08-26 22:51:00,Desktop,Australia,
A284198,S24,C15,Complete_Course,2025-08-21 14:32:00,Mobile,Australia,
A913035,S2,C12,Complete_Course,2025-08-22 20:04:00,Desktop,USA,
A113534,S82,C13,Login,2025-08-25 20:34:00,Desktop,USA,
A121227,S15,C18,Watch_Video,2025-08-21 16:27:00,Mobile,India,5.0
A587227,S127,C18,Watch_Video,2025-08-21 06:02:00,Tablet,Australia,2.0
A776623,S145,C4,Complete_Course,2025-08-23 02:28:00,,USA,
A417941,S2,C5,Login,2025-08-26 01:57:00,Mobile,Australia,
A851540,S129,C5,Attempt_Quiz,2025-08-24 03:15:00,Mobile,Australia,59.0
A460766,S68,C11,Login,2025-08-26 23:34:00,Desktop,India,
A690124,S47,C6,Attempt_Quiz,2025-08-22 15:34:00,Mobile,India,17.0
A348708,S94,C18,Login,2025-08-26 09:11:00,Desktop,USA,
A402405,S45,C3,Attempt_Quiz,2025-08-25 06:23:00,Desktop,Canada,37.0
A621618,S38,C8,Forum_Post,2025-08-26 09:36:00,Desktop,Canada,
A106667,S118,C13,Forum_Post,2025-08-26 09:18:00,Tablet,India,
A300829,S148,C5,Attempt_Quiz,2025-08-23 01:42:00,Tablet,Canada,30.0
A135513,S120,C6,Attempt_Quiz,2025-08-21 15:33:00,Desktop,UK,54.0
A859722,S24,C9,Watch_Video,2025-08-24 05:15:00,Tablet,USA,53.0
A319759,S2,C8,Complete_Course,2025-08-22 09:12:00,Tablet,India,
A366341,S126,C5,Login,2025-08-22 23:19:00,Mobile,USA,
A695441,S59,C16,Complete_Course,2025-08-21 04:47:00,Mobile,Canada,
A715916,S26,C10,Watch_Video,2025-08-22 16:55:00,Tablet,USA,8.0
A268204,S143,C11,Attempt_Quiz,2025-08-21 18:02:00,Desktop,India,22.0
A134296,S47,C19,Login,2025-08-21 04:34:00,Mobile,Canada,
A377428,S50,C17,Forum_Post,2025-08-20 05:43:00,Tablet,India,
A888348,S104,C2,Complete_Course,2025-08-24 15:21:00,Mobile,UK,
A293091,S32,C4,Attempt_Quiz,2025-08-23 18:18:00,Desktop,Australia,7.0
A843934,S98,C17,Attempt_Quiz,2025-08-20 22:58:00,Desktop,India,45.0
A289718,S145,C17,Complete_Course,2025-08-22 06:24:00,Desktop,India,
A793460,S138,C16,Forum_Post,2025-08-25 09:20:00,Desktop,Canada,
A802722,S73,C2,Forum_Post,2025-08-24 17:59:00,Tablet,India,
A414924,S87,C11,Watch_Video,2025-08-20 00:16:00,Tablet,USA,28.0
A980278,S94,C18,Login,2025-08-22 21:54:00,Desktop,USA,
A151317,S144,C10,Attempt_Quiz,2025-08-22 05:39:00,Mobile,India,46.0
A711192,S140,C15,Login,2025-08-23 02:47:00,Tablet,India,
A826367,S74,C17,Watch_Video,2025-08-25 02:30:00,Mobile,Canada,10.0
A720088,S46,C5,Login,2025-08-22 19:05:00,Tablet,India,
A828029,S148,C19,Login,2025-08-25 20:21:00,Mobile,USA,
A878653,S107,C12,Login,2025-08-21 18:00:00,Tablet,India,
A244241,S41,C13,Watch_Video,2025-08-20 20:29:00,Tablet,India,13.0
A627648,S52,C10,Attempt_Quiz,2025-08-20 23:24:00,Tablet,UK,34.0
A935338,S126,C4,Watch_Video,2025-08-24 20:25:00,Tablet,Australia,59.0
A788657,S62,C20,Login,2025-08-21 23:33:00,Tablet,Australia,
A872212,S13,C16,Watch_Video,2025-08-22 18:24:00,Desktop,USA,32.0
A795503,S109,C14,Watch_Video,2025-08-25 10:50:00,Mobile,Canada,10.0
A121815,S94,C20,Attempt_Quiz,2025-08-21 01:20:00,Tablet,India,17.0
A320383,S99,C16,Complete_Course,2025-08-25 07:27:00,Desktop,UK,
A398638,S55,C11,Login,2025-08-21 09:23:00,Mobile,UK,
A968542,S141,C10,Complete_Course,2025-08-22 04:31:00,Mobile,Canada,
A225011,S98,C3,Attempt_Quiz,2025-08-23 01:33:00,Tablet,India,49.0
A536023,S11,C14,Watch_Video,2025-08-22 03:53:00,Tablet,Canada,47.0
A286369,S149,C13,Login,2025-08-24 08:11:00,,USA,
A890137,S16,C11,Login,2025-08-20 06:17:00,Mobile,Australia,
A336539,S112,C11,Forum_Post,2025-08-25 15:05:00,Desktop,Australia,
A536176,S145,C6,Watch_Video,2025-08-20 20:50:00,Mobile,Australia,39.0
A285506,S62,C13,Watch_Video,2025-08-26 21:51:00,Tablet,Canada,26.0
A367041,S20,C15,Attempt_Quiz,2025-08-23 13:02:00,Tablet,,47.0
A521345,S150,C2,Complete_Course,2025-08-22 08:34:00,Tablet,India,
A262968,S147,C18,Login,2025-08-20 23:47:00,Tablet,Canada,
A523542,S84,C5,Watch_Video,2025-08-25 08:41:00,Tablet,UK,38.0
A746370,S76,C14,Watch_Video,2025-08-23 21:49:00,Tablet,USA,34.0
A262939,S66,C5,Complete_Course,2025-08-25 23:53:00,Desktop,USA,
A613149,S41,C16,Login,2025-08-20 16:39:00,Desktop,Australia,
A956867,S68,C11,Forum_Post,2025-08-21 08:34:00,Mobile,UK,
A270843,S101,C8,Attempt_Quiz,2025-08-26 11:00:00,Desktop,India,18.0
A306226,S118,C11,Attempt_Quiz,2025-08-23 06:19:00,Desktop,Australia,42.0
A573699,S28,C6,Forum_Post,2025-08-22 09:31:00,Desktop,Canada,
A771531,S34,C19,Watch_Video,2025-08-26 14:36:00,Mobile,Canada,2.0
A235073,S96,C13,Login,2025-08-21 08:43:00,Desktop,Canada,
A603318,S107,C13,Forum_Post,2025-08-21 10:12:00,Mobile,USA,
A590000,S137,C4,Attempt_Quiz,2025-08-25 22:05:00,Tablet,India,52.0
A945104,S109,C16,Forum_Post,2025-08-26 09:19:00,Mobile,India,
A518956,S8,C13,Login,2025-08-21 07:35:00,Tablet,India,
A586754,S66,C18,Login,2025-08-24 13:41:00,Desktop,India,
A407938,S89,C16,Complete_Course,2025-08-21 05:35:00,Mobile,Canada,
A889856,S140,C18,Login,2025-08-21 04:56:00,Mobile,India,
A403071,S147,C3,Complete_Course,2025-08-21 17:02:00,Tablet,UK,
A547322,S7,C7,Login,2025-08-22 10:42:00,Tablet,India,
A295764,S37,C16,Complete_Course,2025-08-25 05:57:00,Desktop,Australia,
A642575,S109,C2,Watch_Video,2025-08-22 17:53:00,Desktop,,52.0
A546802,S24,C9,Watch_Video,2025-08-22 02:39:00,Tablet,Australia,30.0
A592283,S140,C12,Attempt_Quiz,2025-08-21 21:54:00,Mobile,UK,60.0
A259541,S18,C2,Login,2025-08-24 02:03:00,Desktop,Canada,
A321425,S69,C11,Forum_Post,2025-08-20 16:21:00,Tablet,Canada,
A129123,S130,C7,Login,2025-08-25 20:53:00,Tablet,UK,
A977820,S3,C17,Attempt_Quiz,2025-08-24 19:59:00,Mobile,UK,40.0
A424950,S111,C10,Login,2025-08-26 08:22:00,Tablet,India,
A653914,S135,C15,Complete_Course,2025-08-25 18:43:00,Tablet,Australia,
A408698,S20,C6,Forum_Post,2025-08-21 07:51:00,Tablet,Australia,
A702637,S147,C10,Forum_Post,2025-08-26 20:03:00,Desktop,India,
A785193,S16,C18,Watch_Video,2025-08-26 09:33:00,Mobile,USA,9.0
A935583,S55,C6,Complete_Course,2025-08-22 07:49:00,Tablet,UK,
A423581,S43,C2,Attempt_Quiz,2025-08-22 08:30:00,Mobile,USA,17.0
A900897,S94,C18,Complete_Course,2025-08-26 16:56:00,,Australia,
A939724,S60,C9,Forum_Post,2025-08-26 02:36:00,Mobile,UK,
A399540,S32,C14,Attempt_Quiz,2025-08-22 19:40:00,Tablet,India,10.0
A165693,S111,C10,Forum_Post,2025-08-26 03:20:00,Tablet,UK,
A759346,S96,C1,Attempt_Quiz,2025-08-26 07:17:00,Desktop,USA,15.0
A999242,S149,C10,Complete_Course,2025-08-24 01:51:00,Tablet,India,
A590660,S21,C18,Login,2025-08-26 15:46:00,Tablet,India,
A645779,S121,C8,Forum_Post,2025-08-25 19:36:00,Mobile,Canada,
A738633,S124,C7,Login,2025-08-24 02:17:00,Desktop,India,
A510980,S101,C20,Forum_Post,2025-08-24 13:46:00,Desktop,UK,
A872164,S14,C3,Login,2025-08-24 08:04:00,Mobile,USA,
A606445,S148,C12,Login,2025-08-21 16:56:00,Desktop,Canada,
A597510,S12,C8,Forum_Post,2025-08-25 12:45:00,Desktop,Australia,
A353433,S108,C13,Forum_Post,2025-08-26 11:25:00,Tablet,Canada,
A814783,S56,C15,Complete_Course,2025-08-26 08:27:00,Mobile,Australia,
A728295,S82,C12,Attempt_Quiz,2025-08-21 02:31:00,Mobile,UK,24.0
A504817,S50,C13,Attempt_Quiz,2025-08-20 07:57:00,Mobile,USA,39.0
A290109,S121,C17,Attempt_Quiz,2025-08-23 16:59:00,Desktop,UK,49.0
A312022,S48,C6,Login,2025-08-24 19:41:00,,Canada,
A431853,S76,C11,Login,2025-08-22 00:51:00,Mobile,India,
A306264,S61,C9,Forum_Post,2025-08-26 04:05:00,,USA,
A951956,S127,C5,Login,2025-08-22 06:24:00,Desktop,USA,
A624347,S56,C17,Complete_Course,2025-08-25 22:49:00,Mobile,Australia,
A500530,S33,C16,Forum_Post,2025-08-24 09:46:00,Desktop,UK,
A759541,S137,C13,Forum_Post,2025-08-26 07:36:00,Desktop,Canada,
A519412,S42,C1,Forum_Post,2025-08-21 15:47:00,Mobile,USA,
A140317,S52,C7,Forum_Post,2025-08-25 03:37:00,Desktop,Australia,
A768727,S96,C2,Forum_Post,2025-08-21 22:07:00,Tablet,Australia,
A748382,S48,C3,Watch_Video,2025-08-26 20:13:00,Tablet,Australia,40.0
A356435,S3,C9,Forum_Post,2025-08-22 15:07:00,,India,
A621251,S16,C18,Complete_Course,2025-08-20 14:48:00,Mobile,Australia,
A621408,S138,C2,Forum_Post,2025-08-26 01:30:00,Mobile,Canada,
A848802,S70,C18,Attempt_Quiz,2025-08-22 12:55:00,Mobile,Australia,44.0
A594150,S48,C6,Complete_Course,2025-08-21 00:14:00,Tablet,Australia,
A909812,S45,C15,Attempt_Quiz,2025-08-20 13:07:00,Desktop,USA,44.0
A320100,S125,C15,Complete_Course,2025-08-20 11:30:00,,UK,
A426229,S96,C2,Forum_Post,2025-08-24 10:05:00,Desktop,Canada,
A150236,S43,C7,Attempt_Quiz,2025-08-26 14:07:00,Mobile,USA,8.0
A882857,S117,C13,Watch_Video,2025-08-26 21:28:00,Desktop,Canada,25.0
A389722,S143,C7,Attempt_Quiz,2025-08-20 03:45:00,Desktop,USA,48.0
A937471,S121,C1,Watch_Video,2025-08-26 22:56:00,Mobile,USA,19.0
A318447,S131,C12,Complete_Course,2025-08-26 03:27:00,Desktop,UK,
A265762,S118,C6,Login,2025-08-24 02:26:00,Desktop,USA,
A490131,S64,C9,Attempt_Quiz,2025-08-25 21:28:00,Mobile,Australia,53.0
A136779,S58,C5,Forum_Post,2025-08-23 03:54:00,Tablet,USA,
A145507,S6,C10,Complete_Course,2025-08-23 18:37:00,Desktop,USA,
A900061,S108,C6,Forum_Post,2025-08-20 19:44:00,Tablet,Australia,
A664851,S104,C2,Forum_Post,2025-08-22 09:57:00,Desktop,Canada,
A975055,S100,C11,Attempt_Quiz,2025-08-21 19:48:00,Tablet,Canada,31.0
A110100,S96,C15,Complete_Course,2025-08-20 03:20:00,Mobile,Australia,
A222764,S49,C15,Forum_Post,2025-08-23 06:30:00,Desktop,India,
A454808,S54,C12,Watch_Video,2025-08-24 07:31:00,Tablet,USA,47.0
A252028,S20,C7,Watch_Video,2025-08-24 02:23:00,Tablet,UK,3.0
A100056,S46,C1,Login,2025-08-22 17:23:00,Desktop,Australia,
A860859,S135,C20,Forum_Post,2025-08-26 10:28:00,Tablet,UK,
A678592,S64,C10,Forum_Post,2025-08-26 13:15:00,Desktop,UK,
A520555,S126,C2,Watch_Video,2025-08-26 14:34:00,Mobile,Canada,21.0
A281021,S62,C15,Attempt_Quiz,2025-08-21 09:35:00,Desktop,Canada,42.0
A970200,S86,C12,Complete_Course,2025-08-21 20:18:00,Mobile,Canada,
A968746,S88,C1,Complete_Course,2025-08-24 19:04:00,Desktop,Australia,
A945665,S31,C10,Login,2025-08-23 01:54:00,Mobile,India,
A454626,S1,C17,Attempt_Quiz,2025-08-22 12:23:00,Tablet,UK,33.0
A107508,S82,C15,Watch_Video,2025-08-22 17:55:00,Tablet,Australia,36.0
A508079,S148,C4,Watch_Video,2025-08-21 13:25:00,Desktop,USA,20.0
A911078,S124,C4,Complete_Course,2025-08-20 22:28:00,Mobile,USA,
A143893,S122,C7,Forum_Post,2025-08-24 16:36:00,Desktop,Canada,
A338818,S62,C5,Forum_Post,2025-08-24 16:02:00,Tablet,UK,
A438610,S11,C3,Attempt_Quiz,2025-08-24 06:54:00,Desktop,Australia,22.0
A116242,S2,C5,Watch_Video,2025-08-22 19:53:00,Tablet,Australia,13.0
A200410,S103,C14,Login,2025-08-22 07:42:00,Mobile,Australia,
A174122,S144,C8,Complete_Course,2025-08-22 13:52:00,Mobile,USA,
A802705,S118,C15,Forum_Post,2025-08-23 09:13:00,Desktop,UK,
A380746,S73,C15,Complete_Course,2025-08-20 10:20:00,Tablet,USA,
A881265,S56,C11,Attempt_Quiz,2025-08-23 12:59:00,Mobile,USA,19.0
A890071,S111,C3,Attempt_Quiz,2025-08-21 06:02:00,Tablet,USA,49.0
A901053,S124,C2,Complete_Course,2025-08-23 22:13:00,Tablet,UK,
A968404,S99,C2,Watch_Video,2025-08-24 03:54:00,Tablet,USA,5.0
A393701,S12,C11,Watch_Video,2025-08-23 15:34:00,Tablet,India,33.0
A660029,S84,C7,Watch_Video,2025-08-26 20:15:00,Tablet,UK,46.0
A501932,S37,C4,Watch_Video,2025-08-24 08:36:00,Mobile,Canada,50.0
A726919,S14,C3,Attempt_Quiz,2025-08-23 18:59:00,Desktop,Canada,44.0
A169599,S22,C11,Attempt_Quiz,2025-08-26 00:34:00,Tablet,,14.0
A320865,S21,C15,Complete_Course,2025-08-25 08:21:00,Desktop,USA,
A518112,S125,C8,Attempt_Quiz,2025-08-22 23:00:00,Desktop,USA,35.0
A444047,S116,C2,Complete_Course,2025-08-22 14:17:00,Desktop,Canada,
A427426,S100,C8,Attempt_Quiz,2025-08-26 09:24:00,Mobile,USA,58.0
A492678,S63,C5,Attempt_Quiz,2025-08-21 15:16:00,Tablet,UK,12.0
A949543,S42,C9,Watch_Video,2025-08-21 09:54:00,Mobile,Australia,24.0
A659364,S128,C4,Watch_Video,2025-08-22 23:31:00,Mobile,USA,6.0
A442194,S77,C7,Forum_Post,2025-08-23 10:39:00,Tablet,India,
